"Subject","Country","Frequency","Time","Unit","PowerCode","Reference Period","Value","Flags"
"OECD Standardised BCI, Amplitude adjusted (Long term average=100), sa","Korea","Monthly","Feb-2019","Index","Units",,98.63818,
"OECD Standardised BCI, Amplitude adjusted (Long term average=100), sa","Korea","Monthly","Mar-2019","Index","Units",,98.72066,
"OECD Standardised BCI, Amplitude adjusted (Long term average=100), sa","Korea","Monthly","Apr-2019","Index","Units",,98.77358,
"OECD Standardised BCI, Amplitude adjusted (Long term average=100), sa","Korea","Monthly","May-2019","Index","Units",,98.75211,
"OECD Standardised BCI, Amplitude adjusted (Long term average=100), sa","Korea","Monthly","Jun-2019","Index","Units",,98.60053,
"OECD Standardised BCI, Amplitude adjusted (Long term average=100), sa","Korea","Monthly","Jul-2019","Index","Units",,98.42395,
"OECD Standardised BCI, Amplitude adjusted (Long term average=100), sa","Korea","Monthly","Aug-2019","Index","Units",,98.33951,
"OECD Standardised BCI, Amplitude adjusted (Long term average=100), sa","Korea","Monthly","Sep-2019","Index","Units",,98.35269,
"OECD Standardised BCI, Amplitude adjusted (Long term average=100), sa","Korea","Monthly","Oct-2019","Index","Units",,98.40424,
"OECD Standardised BCI, Amplitude adjusted (Long term average=100), sa","Korea","Monthly","Nov-2019","Index","Units",,98.50713,
"OECD Standardised BCI, Amplitude adjusted (Long term average=100), sa","Korea","Monthly","Dec-2019","Index","Units",,98.54485,
"OECD Standardised BCI, Amplitude adjusted (Long term average=100), sa","Korea","Monthly","Jan-2020","Index","Units",,98.43126,
"OECD Standardised BCI, Amplitude adjusted (Long term average=100), sa","Korea","Monthly","Feb-2020","Index","Units",,98.03537,
"OECD Standardised BCI, Amplitude adjusted (Long term average=100), sa","Korea","Monthly","Mar-2020","Index","Units",,97.36996,
"OECD Standardised BCI, Amplitude adjusted (Long term average=100), sa","Korea","Monthly","Apr-2020","Index","Units",,96.76231,
"OECD Standardised BCI, Amplitude adjusted (Long term average=100), sa","Korea","Monthly","May-2020","Index","Units",,96.46853,
"OECD Standardised BCI, Amplitude adjusted (Long term average=100), sa","Korea","Monthly","Jun-2020","Index","Units",,96.60559,
"OECD Standardised BCI, Amplitude adjusted (Long term average=100), sa","Korea","Monthly","Jul-2020","Index","Units",,96.99468,
"OECD Standardised BCI, Amplitude adjusted (Long term average=100), sa","Korea","Monthly","Aug-2020","Index","Units",,97.47456,
"OECD Standardised BCI, Amplitude adjusted (Long term average=100), sa","Korea","Monthly","Sep-2020","Index","Units",,97.96288,
"OECD Standardised BCI, Amplitude adjusted (Long term average=100), sa","Korea","Monthly","Oct-2020","Index","Units",,98.42685,
"OECD Standardised BCI, Amplitude adjusted (Long term average=100), sa","Korea","Monthly","Nov-2020","Index","Units",,98.73257,
"OECD Standardised BCI, Amplitude adjusted (Long term average=100), sa","Korea","Monthly","Dec-2020","Index","Units",,98.93197,
"OECD Standardised BCI, Amplitude adjusted (Long term average=100), sa","Korea","Monthly","Jan-2021","Index","Units",,99.21967,
"OECD Standardised BCI, Amplitude adjusted (Long term average=100), sa","Korea","Monthly","Feb-2021","Index","Units",,99.6211,
"OECD Standardised BCI, Amplitude adjusted (Long term average=100), sa","Korea","Monthly","Mar-2021","Index","Units",,100.1177,
"OECD Standardised BCI, Amplitude adjusted (Long term average=100), sa","Korea","Monthly","Apr-2021","Index","Units",,100.5831,
"OECD Standardised BCI, Amplitude adjusted (Long term average=100), sa","Korea","Monthly","May-2021","Index","Units",,100.7749,
"OECD Standardised BCI, Amplitude adjusted (Long term average=100), sa","Korea","Monthly","Jun-2021","Index","Units",,100.7323,
"OECD Standardised BCI, Amplitude adjusted (Long term average=100), sa","Korea","Monthly","Jul-2021","Index","Units",,100.5468,
"OECD Standardised BCI, Amplitude adjusted (Long term average=100), sa","Korea","Monthly","Aug-2021","Index","Units",,100.3298,
"OECD Standardised BCI, Amplitude adjusted (Long term average=100), sa","Korea","Monthly","Sep-2021","Index","Units",,100.0976,
"OECD Standardised BCI, Amplitude adjusted (Long term average=100), sa","Korea","Monthly","Oct-2021","Index","Units",,99.98862,
"OECD Standardised BCI, Amplitude adjusted (Long term average=100), sa","Korea","Monthly","Nov-2021","Index","Units",,100.0076,
"OECD Standardised BCI, Amplitude adjusted (Long term average=100), sa","Korea","Monthly","Dec-2021","Index","Units",,100.0595,
"OECD Standardised BCI, Amplitude adjusted (Long term average=100), sa","Korea","Monthly","Jan-2022","Index","Units",,100.0805,
"OECD Standardised BCI, Amplitude adjusted (Long term average=100), sa","Korea","Monthly","Feb-2022","Index","Units",,100.0615,
"OECD Standardised BCI, Amplitude adjusted (Long term average=100), sa","Korea","Monthly","Mar-2022","Index","Units",,100.0267,
"OECD Standardised BCI, Amplitude adjusted (Long term average=100), sa","Korea","Monthly","Apr-2022","Index","Units",,99.97791,
"OECD Standardised BCI, Amplitude adjusted (Long term average=100), sa","United States","Monthly","Jan-2000","Index","Units",,100.8042,
"OECD Standardised BCI, Amplitude adjusted (Long term average=100), sa","United States","Monthly","Feb-2000","Index","Units",,100.6035,
"OECD Standardised BCI, Amplitude adjusted (Long term average=100), sa","United States","Monthly","Mar-2000","Index","Units",,100.4049,
"OECD Standardised BCI, Amplitude adjusted (Long term average=100), sa","United States","Monthly","Apr-2000","Index","Units",,100.2096,
"OECD Standardised BCI, Amplitude adjusted (Long term average=100), sa","United States","Monthly","May-2000","Index","Units",,99.97192,
"OECD Standardised BCI, Amplitude adjusted (Long term average=100), sa","United States","Monthly","Jun-2000","Index","Units",,99.74833,
"OECD Standardised BCI, Amplitude adjusted (Long term average=100), sa","United States","Monthly","Jul-2000","Index","Units",,99.59387,
"OECD Standardised BCI, Amplitude adjusted (Long term average=100), sa","United States","Monthly","Aug-2000","Index","Units",,99.37546,
"OECD Standardised BCI, Amplitude adjusted (Long term average=100), sa","United States","Monthly","Sep-2000","Index","Units",,99.17699,
"OECD Standardised BCI, Amplitude adjusted (Long term average=100), sa","United States","Monthly","Oct-2000","Index","Units",,98.92535,
"OECD Standardised BCI, Amplitude adjusted (Long term average=100), sa","United States","Monthly","Nov-2000","Index","Units",,98.54337,
"OECD Standardised BCI, Amplitude adjusted (Long term average=100), sa","United States","Monthly","Dec-2000","Index","Units",,97.97358,
"OECD Standardised BCI, Amplitude adjusted (Long term average=100), sa","United States","Monthly","Jan-2001","Index","Units",,97.51463,
"OECD Standardised BCI, Amplitude adjusted (Long term average=100), sa","United States","Monthly","Feb-2001","Index","Units",,97.34304,
"OECD Standardised BCI, Amplitude adjusted (Long term average=100), sa","United States","Monthly","Mar-2001","Index","Units",,97.40248,
"OECD Standardised BCI, Amplitude adjusted (Long term average=100), sa","United States","Monthly","Apr-2001","Index","Units",,97.5071,
"OECD Standardised BCI, Amplitude adjusted (Long term average=100), sa","United States","Monthly","May-2001","Index","Units",,97.62379,
"OECD Standardised BCI, Amplitude adjusted (Long term average=100), sa","United States","Monthly","Jun-2001","Index","Units",,97.88153,
"OECD Standardised BCI, Amplitude adjusted (Long term average=100), sa","United States","Monthly","Jul-2001","Index","Units",,98.18121,
"OECD Standardised BCI, Amplitude adjusted (Long term average=100), sa","United States","Monthly","Aug-2001","Index","Units",,98.39364,
"OECD Standardised BCI, Amplitude adjusted (Long term average=100), sa","United States","Monthly","Sep-2001","Index","Units",,98.24213,
"OECD Standardised BCI, Amplitude adjusted (Long term average=100), sa","United States","Monthly","Oct-2001","Index","Units",,97.91026,
"OECD Standardised BCI, Amplitude adjusted (Long term average=100), sa","United States","Monthly","Nov-2001","Index","Units",,98.05669,
"OECD Standardised BCI, Amplitude adjusted (Long term average=100), sa","United States","Monthly","Dec-2001","Index","Units",,98.50665,
"OECD Standardised BCI, Amplitude adjusted (Long term average=100), sa","United States","Monthly","Jan-2002","Index","Units",,99.13066,
"OECD Standardised BCI, Amplitude adjusted (Long term average=100), sa","United States","Monthly","Feb-2002","Index","Units",,99.78203,
"OECD Standardised BCI, Amplitude adjusted (Long term average=100), sa","United States","Monthly","Mar-2002","Index","Units",,100.2196,
"OECD Standardised BCI, Amplitude adjusted (Long term average=100), sa","United States","Monthly","Apr-2002","Index","Units",,100.3904,
"OECD Standardised BCI, Amplitude adjusted (Long term average=100), sa","United States","Monthly","May-2002","Index","Units",,100.4026,
"OECD Standardised BCI, Amplitude adjusted (Long term average=100), sa","United States","Monthly","Jun-2002","Index","Units",,100.2175,
"OECD Standardised BCI, Amplitude adjusted (Long term average=100), sa","United States","Monthly","Jul-2002","Index","Units",,99.81972,
"OECD Standardised BCI, Amplitude adjusted (Long term average=100), sa","United States","Monthly","Aug-2002","Index","Units",,99.53915,
"OECD Standardised BCI, Amplitude adjusted (Long term average=100), sa","United States","Monthly","Sep-2002","Index","Units",,99.40063,
"OECD Standardised BCI, Amplitude adjusted (Long term average=100), sa","United States","Monthly","Oct-2002","Index","Units",,99.33618,
"OECD Standardised BCI, Amplitude adjusted (Long term average=100), sa","United States","Monthly","Nov-2002","Index","Units",,99.4146,
"OECD Standardised BCI, Amplitude adjusted (Long term average=100), sa","United States","Monthly","Dec-2002","Index","Units",,99.60977,
"OECD Standardised BCI, Amplitude adjusted (Long term average=100), sa","United States","Monthly","Jan-2003","Index","Units",,99.53993,
"OECD Standardised BCI, Amplitude adjusted (Long term average=100), sa","United States","Monthly","Feb-2003","Index","Units",,99.16113,
"OECD Standardised BCI, Amplitude adjusted (Long term average=100), sa","United States","Monthly","Mar-2003","Index","Units",,98.76868,
"OECD Standardised BCI, Amplitude adjusted (Long term average=100), sa","United States","Monthly","Apr-2003","Index","Units",,98.7152,
"OECD Standardised BCI, Amplitude adjusted (Long term average=100), sa","United States","Monthly","May-2003","Index","Units",,99.00572,
"OECD Standardised BCI, Amplitude adjusted (Long term average=100), sa","United States","Monthly","Jun-2003","Index","Units",,99.37383,
"OECD Standardised BCI, Amplitude adjusted (Long term average=100), sa","United States","Monthly","Jul-2003","Index","Units",,99.78866,
"OECD Standardised BCI, Amplitude adjusted (Long term average=100), sa","United States","Monthly","Aug-2003","Index","Units",,100.2007,
"OECD Standardised BCI, Amplitude adjusted (Long term average=100), sa","United States","Monthly","Sep-2003","Index","Units",,100.5371,
"OECD Standardised BCI, Amplitude adjusted (Long term average=100), sa","United States","Monthly","Oct-2003","Index","Units",,101.0185,
"OECD Standardised BCI, Amplitude adjusted (Long term average=100), sa","United States","Monthly","Nov-2003","Index","Units",,101.5726,
"OECD Standardised BCI, Amplitude adjusted (Long term average=100), sa","United States","Monthly","Dec-2003","Index","Units",,101.9898,
"OECD Standardised BCI, Amplitude adjusted (Long term average=100), sa","United States","Monthly","Jan-2004","Index","Units",,102.1446,
"OECD Standardised BCI, Amplitude adjusted (Long term average=100), sa","United States","Monthly","Feb-2004","Index","Units",,102.1475,
"OECD Standardised BCI, Amplitude adjusted (Long term average=100), sa","United States","Monthly","Mar-2004","Index","Units",,102.1448,
"OECD Standardised BCI, Amplitude adjusted (Long term average=100), sa","United States","Monthly","Apr-2004","Index","Units",,102.1561,
"OECD Standardised BCI, Amplitude adjusted (Long term average=100), sa","United States","Monthly","May-2004","Index","Units",,102.1001,
"OECD Standardised BCI, Amplitude adjusted (Long term average=100), sa","United States","Monthly","Jun-2004","Index","Units",,101.9423,
"OECD Standardised BCI, Amplitude adjusted (Long term average=100), sa","United States","Monthly","Jul-2004","Index","Units",,101.7286,
"OECD Standardised BCI, Amplitude adjusted (Long term average=100), sa","United States","Monthly","Aug-2004","Index","Units",,101.4241,
"OECD Standardised BCI, Amplitude adjusted (Long term average=100), sa","United States","Monthly","Sep-2004","Index","Units",,101.1267,
"OECD Standardised BCI, Amplitude adjusted (Long term average=100), sa","United States","Monthly","Oct-2004","Index","Units",,100.9387,
"OECD Standardised BCI, Amplitude adjusted (Long term average=100), sa","United States","Monthly","Nov-2004","Index","Units",,100.8998,
"OECD Standardised BCI, Amplitude adjusted (Long term average=100), sa","United States","Monthly","Dec-2004","Index","Units",,100.9013,
"OECD Standardised BCI, Amplitude adjusted (Long term average=100), sa","United States","Monthly","Jan-2005","Index","Units",,100.7482,
"OECD Standardised BCI, Amplitude adjusted (Long term average=100), sa","United States","Monthly","Feb-2005","Index","Units",,100.5448,
"OECD Standardised BCI, Amplitude adjusted (Long term average=100), sa","United States","Monthly","Mar-2005","Index","Units",,100.3241,
"OECD Standardised BCI, Amplitude adjusted (Long term average=100), sa","United States","Monthly","Apr-2005","Index","Units",,100.0912,
"OECD Standardised BCI, Amplitude adjusted (Long term average=100), sa","United States","Monthly","May-2005","Index","Units",,99.97603,
"OECD Standardised BCI, Amplitude adjusted (Long term average=100), sa","United States","Monthly","Jun-2005","Index","Units",,100.1245,
"OECD Standardised BCI, Amplitude adjusted (Long term average=100), sa","United States","Monthly","Jul-2005","Index","Units",,100.3578,
"OECD Standardised BCI, Amplitude adjusted (Long term average=100), sa","United States","Monthly","Aug-2005","Index","Units",,100.5252,
"OECD Standardised BCI, Amplitude adjusted (Long term average=100), sa","United States","Monthly","Sep-2005","Index","Units",,100.8175,
"OECD Standardised BCI, Amplitude adjusted (Long term average=100), sa","United States","Monthly","Oct-2005","Index","Units",,100.9391,
"OECD Standardised BCI, Amplitude adjusted (Long term average=100), sa","United States","Monthly","Nov-2005","Index","Units",,100.841,
"OECD Standardised BCI, Amplitude adjusted (Long term average=100), sa","United States","Monthly","Dec-2005","Index","Units",,100.6216,
"OECD Standardised BCI, Amplitude adjusted (Long term average=100), sa","United States","Monthly","Jan-2006","Index","Units",,100.4428,
"OECD Standardised BCI, Amplitude adjusted (Long term average=100), sa","United States","Monthly","Feb-2006","Index","Units",,100.3623,
"OECD Standardised BCI, Amplitude adjusted (Long term average=100), sa","United States","Monthly","Mar-2006","Index","Units",,100.3296,
"OECD Standardised BCI, Amplitude adjusted (Long term average=100), sa","United States","Monthly","Apr-2006","Index","Units",,100.3123,
